name,year,frequency
technique,49,97
digital,49,56
energies,49,88
logiciel,49,104
formation,49,394
electrique,49,72
education,50,90
tech,50,70
techniques,50,152
technique,50,95
digital,50,56
energies,50,93
logiciel,50,104
formation,50,376
electrique,50,70
education,51,77
tech,51,44
techniques,51,138
technique,51,116
digital,51,51
energies,51,73
logiciel,51,98
formation,51,379
electrique,51,91
education,52,50
tech,52,12
techniques,52,108
technique,52,119
digital,52,37
energies,52,58
logiciel,52,89
formation,52,300
electrique,52,74
education,53,54
tech,53,13
techniques,53,91
technique,53,89
digital,53,28
energies,53,54
logiciel,53,62
formation,53,267
electrique,53,46
education,54,84
tech,54,19
techniques,54,108
technique,54,97
digital,54,28
energies,54,56
logiciel,54,53
formation,54,282
electrique,54,54
education,55,71
tech,55,17
techniques,55,121
technique,55,147
digital,55,28
energies,55,56
logiciel,55,73
formation,55,242
electrique,55,77
education,56,44
tech,56,15
techniques,56,122
technique,56,175
digital,56,24
energies,56,60
logiciel,56,65
formation,56,276
electrique,56,85
education,57,42
tech,57,31
techniques,57,115
technique,57,173
digital,57,29
energies,57,97
logiciel,57,58
formation,57,343
electrique,57,60
education,58,37
tech,58,40
techniques,58,161
technique,58,207
digital,58,53
energies,58,143
logiciel,58,79
formation,58,442
electrique,58,64
education,59,47
tech,59,47
techniques,59,169
technique,59,191
digital,59,104
energies,59,125
logiciel,59,88
formation,59,605
electrique,59,74
education,60,59
tech,60,73
techniques,60,109
technique,60,149
digital,60,126
energies,60,88
logiciel,60,82
formation,60,556
electrique,60,62
education,61,65
tech,61,83
techniques,61,101
technique,61,158
digital,61,119
energies,61,102
logiciel,61,81
formation,61,436
electrique,61,79
education,62,77
tech,62,63
techniques,62,92
technique,62,147
digital,62,107
energies,62,113
logiciel,62,77
formation,62,436
electrique,62,83
education,63,86
tech,63,51
techniques,63,82
technique,63,131
digital,63,85
energies,63,108
logiciel,63,67
formation,63,411
electrique,63,61
education,64,91
tech,64,56
techniques,64,88
technique,64,128
digital,64,94
energies,64,95
logiciel,64,64
formation,64,398
electrique,64,62
education,65,97
tech,65,46
techniques,65,86
technique,65,119
digital,65,86
energies,65,95
logiciel,65,65
formation,65,378
electrique,65,77
education,66,94
tech,66,37
techniques,66,83
technique,66,117
digital,66,73
energies,66,96
logiciel,66,63
formation,66,380
electrique,66,74
education,67,100
tech,67,35
techniques,67,75
