name,year,frequency
Film,42,844
Automobile,42,463
Musique,42,1117
Animaux,42,244
Sports,42,1382
Voyages,42,745
Gaming,42,3559
Divertissement,42,1521
Politique,42,1002
Beaute,42,1473
Education,42,938
Associatif,42,2182
Actualites,42,1214
Clubs_foot,42,683
Fortnite,42,4615
Jesus-Snap,42,709
Ukraine-Cryptos,42,144
Covid-cuisine,42,102
Film,43,817
Automobile,43,427
Musique,43,1146
Animaux,43,244
Sports,43,1595
Voyages,43,730
Gaming,43,2984
Divertissement,43,1511
Politique,43,1015
Beaute,43,1420
Education,43,892
Associatif,43,2149
Actualites,43,1137
Clubs_foot,43,903
Fortnite,43,4328
Jesus-Snap,43,700
Ukraine-Cryptos,43,119
Covid-cuisine,43,91
Film,44,854
Automobile,44,435
Musique,44,1260
Animaux,44,256
Sports,44,1425
Voyages,44,668
Gaming,44,2817
Divertissement,44,1669
Politique,44,1087
Beaute,44,1408
Education,44,954
Associatif,44,2202
Actualites,44,1269
Clubs_foot,44,835
Fortnite,44,3498
Jesus-Snap,44,718
Ukraine-Cryptos,44,164
Covid-cuisine,44,82
Film,45,859
Automobile,45,451
Musique,45,1247
Animaux,45,315
Sports,45,1289
Voyages,45,622
Gaming,45,2695
Divertissement,45,1771
Politique,45,1124
Beaute,45,1445
Education,45,1039
Associatif,45,2183
Actualites,45,1451
Clubs_foot,45,770
Fortnite,45,3034
Jesus-Snap,45,721
Ukraine-Cryptos,45,199
Covid-cuisine,45,80
Film,46,773
Automobile,46,435
Musique,46,1149
Animaux,46,332
Sports,46,1317
Voyages,46,575
Gaming,46,2732
Divertissement,46,1742
Politique,46,1120
Beaute,46,1511
Education,46,1079
Associatif,46,2146
Actualites,46,1472
Clubs_foot,46,762
Fortnite,46,2783
Jesus-Snap,46,707
Ukraine-Cryptos,46,172
Covid-cuisine,46,79
Film,47,855
Automobile,47,406
Musique,47,1126
Animaux,47,310
Sports,47,1252
Voyages,47,577
Gaming,47,2733
Divertissement,47,1762
Politique,47,1137
Beaute,47,1600
Education,47,1097
Associatif,47,2158
Actualites,47,1428
Clubs_foot,47,710
Fortnite,47,2837
Jesus-Snap,47,669
Ukraine-Cryptos,47,178
Covid-cuisine,47,71
Film,48,884
Automobile,48,423
Musique,48,1118
Animaux,48,344
Sports,48,1151
Voyages,48,578
Gaming,48,2814
Divertissement,48,1739
Politique,48,1065
Beaute,48,1586
Education,48,1115
Associatif,48,2196
Actualites,48,1375
Clubs_foot,48,682
Fortnite,48,2875
Jesus-Snap,48,657
Ukraine-Cryptos,48,196
Covid-cuisine,48,62
Film,49,711
Automobile,49,475
Musique,49,1161
Animaux,49,355
Sports,49,1062
Voyages,49,595
Gaming,49,2908
Divertissement,49,1633
Politique,49,1025
Beaute,49,1466
Education,49,1119
Associatif,49,2200
Actualites,49,1361
Clubs_foot,49,608
Fortnite,49,2339
Jesus-Snap,49,654
Ukraine-Cryptos,49,203
Covid-cuisine,49,69
Film,50,648
Automobile,50,484
Musique,50,1214
Animaux,50,351
Sports,50,1120
Voyages,50,616
Gaming,50,2900
Divertissement,50,1600
Politique,50,1036
Beaute,50,1483
Education,50,1112
Associatif,50,2238
Actualites,50,1362
Clubs_foot,50,671
Fortnite,50,2298
Jesus-Snap,50,645
Ukraine-Cryptos,50,221
Covid-cuisine,50,86
Film,51,989
Automobile,51,508
Musique,51,1103
Animaux,51,329
Sports,51,1419
Voyages,51,587
Gaming,51,2797
Divertissement,51,1820
Politique,51,982
Beaute,51,1295
Education,51,1071
Associatif,51,2224
Actualites,51,1381
Clubs_foot,51,752
Fortnite,51,1527
Jesus-Snap,51,607
Ukraine-Cryptos,51,328
Covid-cuisine,51,85
Film,52,1178
Automobile,52,468
Musique,52,1093
Animaux,52,263
Sports,52,1362
Voyages,52,535
Gaming,52,3552
Divertissement,52,1808
Politique,52,875
Beaute,52,1421
Education,52,849
Associatif,52,2233
Actualites,52,1304
Clubs_foot,52,636
Fortnite,52,2699
Jesus-Snap,52,645
Ukraine-Cryptos,52,342
Covid-cuisine,52,107
Film,53,992
Automobile,53,371
Musique,53,1086
Animaux,53,280
Sports,53,1233
Voyages,53,495
Gaming,53,3341
Divertissement,53,1626
Politique,53,879
Beaute,53,1605
Education,53,708
Associatif,53,2039
Actualites,53,1484
Clubs_foot,53,611
Fortnite,53,5100
Jesus-Snap,53,685
Ukraine-Cryptos,53,208
Covid-cuisine,53,151
Film,54,1037
Automobile,54,358
Musique,54,984
Animaux,54,280
Sports,54,1336
Voyages,54,473
Gaming,54,2413
Divertissement,54,1784
Politique,54,1054
Beaute,54,1240
Education,54,787
Associatif,54,1843
Actualites,54,2468
Clubs_foot,54,570
Fortnite,54,3775
Jesus-Snap,54,668
Ukraine-Cryptos,54,375
Covid-cuisine,54,167
Film,55,1020
Automobile,55,425
Musique,55,968
Animaux,55,200
Sports,55,1445
Voyages,55,439
Gaming,55,2354
Divertissement,55,1755
Politique,55,1326
Beaute,55,915
Education,55,836
Associatif,55,1853
Actualites,55,3168
Clubs_foot,55,584
Fortnite,55,2098
Jesus-Snap,55,635
Ukraine-Cryptos,55,910
Covid-cuisine,55,132
Film,56,821
Automobile,56,445
Musique,56,826
Animaux,56,180
Sports,56,1962
Voyages,56,414
Gaming,56,1953
Divertissement,56,1563
Politique,56,1875
Beaute,56,874
Education,56,870
Associatif,56,1747
Actualites,56,4825
Clubs_foot,56,838
Fortnite,56,1689
Jesus-Snap,56,618
Ukraine-Cryptos,56,2016
Covid-cuisine,56,72
Film,57,697
Automobile,57,388
Musique,57,715
Animaux,57,179
Sports,57,2463
Voyages,57,468
Gaming,57,1914
Divertissement,57,1496
Politique,57,2373
Beaute,57,1003
Education,57,953
Associatif,57,1824
Actualites,57,6793
Clubs_foot,57,1136
Fortnite,57,1818
Jesus-Snap,57,689
Ukraine-Cryptos,57,3275
Covid-cuisine,57,41
Film,58,764
Automobile,58,422
Musique,58,740
Animaux,58,132
Sports,58,3101
Voyages,58,528
Gaming,58,2109
Divertissement,58,1643
Politique,58,2205
Beaute,58,1047
Education,58,1231
Associatif,58,1998
Actualites,58,5336
Clubs_foot,58,1219
Fortnite,58,1536
Jesus-Snap,58,774
Ukraine-Cryptos,58,2937
Covid-cuisine,58,28
Film,59,764
Automobile,59,443
Musique,59,833
Animaux,59,142
Sports,59,3105
Voyages,59,643
Gaming,59,2128
Divertissement,59,1647
Politique,59,1795
Beaute,59,1085
Education,59,1455
Associatif,59,2152
Actualites,59,3331
Clubs_foot,59,1181
Fortnite,59,2288
Jesus-Snap,59,787
Ukraine-Cryptos,59,1761
Covid-cuisine,59,31
Film,60,705
Automobile,60,441
Musique,60,981
Animaux,60,210
Sports,60,2993
Voyages,60,721
Gaming,60,2213
Divertissement,60,1535
Politique,60,1648
Beaute,60,1225
Education,60,1309
Associatif,60,2347
Actualites,60,2657
Clubs_foot,60,1870
Fortnite,60,4030
Jesus-Snap,60,774
Ukraine-Cryptos,60,1105
Covid-cuisine,60,29
Film,61,801
Automobile,61,474
Musique,61,1109
Animaux,61,221
Sports,61,3183
Voyages,61,681
Gaming,61,2544
Divertissement,61,1621
Politique,61,1521
Beaute,61,1303
Education,61,1228
Associatif,61,2561
Actualites,61,2047
Clubs_foot,61,2377
Fortnite,61,3675
Jesus-Snap,61,767
Ukraine-Cryptos,61,806
Covid-cuisine,61,16
Film,62,854
Automobile,62,440
Musique,62,1178
Animaux,62,211
Sports,62,2810
Voyages,62,715
Gaming,62,2371
Divertissement,62,1626
Politique,62,1444
Beaute,62,1332
Education,62,1201
Associatif,62,2713
Actualites,62,1863
Clubs_foot,62,1884
Fortnite,62,2824
Jesus-Snap,62,718
Ukraine-Cryptos,62,790
Covid-cuisine,62,17
Film,63,801
Automobile,63,415
Musique,63,1189
Animaux,63,228
Sports,63,2704
Voyages,63,746
Gaming,63,1887
Divertissement,63,1532
Politique,63,1458
Beaute,63,1398
Education,63,1086
Associatif,63,2891
Actualites,63,1879
Clubs_foot,63,1717
Fortnite,63,2655
Jesus-Snap,63,745
Ukraine-Cryptos,63,804
Covid-cuisine,63,19
Film,64,728
Automobile,64,394
Musique,64,1213
Animaux,64,245
Sports,64,2469
Voyages,64,726
Gaming,64,1807
Divertissement,64,1455
Politique,64,1441
Beaute,64,1398
Education,64,1080
Associatif,64,2959
Actualites,64,1910
Clubs_foot,64,1553
Fortnite,64,2988
