name,year,frequency
qatar,50,49
barcelone,51,73
usa,51,47
evenement,51,104
aventures,51,101
aventure,51,158
vacances,51,42
qatar,51,59
barcelone,52,59
usa,52,38
evenement,52,85
aventures,52,100
aventure,52,164
vacances,52,33
qatar,52,53
barcelone,53,62
usa,53,27
evenement,53,81
aventures,53,105
aventure,53,162
vacances,53,35
qatar,53,20
barcelone,54,55
usa,54,33
evenement,54,63
aventures,54,97
aventure,54,177
vacances,54,31
qatar,54,15
barcelone,55,51
usa,55,38
evenement,55,63
aventures,55,92
aventure,55,151
vacances,55,35
qatar,55,7
barcelone,56,72
usa,56,51
evenement,56,59
aventures,56,88
aventure,56,106
vacances,56,27
qatar,56,7
barcelone,57,88
usa,57,71
evenement,57,66
aventures,57,94
aventure,57,112
vacances,57,20
qatar,57,13
barcelone,58,164
usa,58,47
evenement,58,68
aventures,58,96
aventure,58,113
vacances,58,19
qatar,58,19
barcelone,59,214
usa,59,55
evenement,59,71
aventures,59,98
aventure,59,120
vacances,59,18
qatar,59,63
barcelone,60,199
usa,60,85
evenement,60,83
aventures,60,101
aventure,60,150
vacances,60,29
qatar,60,70
barcelone,61,193
usa,61,92
evenement,61,77
aventures,61,100
aventure,61,150
vacances,61,37
qatar,61,28
barcelone,62,200
usa,62,113
evenement,62,83
aventures,62,102
aventure,62,152
vacances,62,33
qatar,62,28
barcelone,63,201
usa,63,129
evenement,63,100
aventures,63,101
aventure,63,147
vacances,63,34
qatar,63,32
barcelone,64,184
usa,64,120
evenement,64,94
aventures,64,100
aventure,64,150
vacances,64,46
qatar,64,28
barcelone,65,195
usa,65,111
evenement,65,70
aventures,65,99
aventure,65,154
vacances,65,62
qatar,65,26
barcelone,66,236
usa,66,100
evenement,66,71
aventures,66,96
aventure,66,143
vacances,66,85
qatar,66,19
barcelone,67,258
usa,67,95
evenement,67,84
aventures,67,95
aventure,67,138
vacances,67,109
qatar,67,12
barcelone,68,248
usa,68,105
evenement,68,73
aventures,68,94
aventure,68,130
vacances,68,109
qatar,68,14
barcelone,69,223
usa,69,102
evenement,69,62
aventures,69,87
aventure,69,135
vacances,69,102
qatar,69,16
barcelone,70,186
usa,70,89
evenement,70,73
aventures,70,95
aventure,70,135
vacances,70,91
qatar,70,20
barcelone,71,169
usa,71,81
evenement,71,78
aventures,71,101
aventure,71,116
vacances,71,56
qatar,71,35
barcelone,72,145
usa,72,97
