name,year,frequency
sport,57,257
sportive,57,52
football,57,343
barca,57,122
psg,57,304
chelsea,57,94
madrid,57,200
mercato,58,213
goal,58,547
champions,58,217
pronostics,58,42
musculation,58,145
mbappe,58,164
sport,58,311
sportive,58,151
football,58,476
barca,58,258
psg,58,303
chelsea,58,73
madrid,58,197
mercato,59,258
goal,59,464
champions,59,190
pronostics,59,61
musculation,59,101
mbappe,59,161
sport,59,356
sportive,59,159
football,59,544
barca,59,369
psg,59,192
chelsea,59,66
madrid,59,178
mercato,60,179
goal,60,211
champions,60,166
pronostics,60,118
musculation,60,43
mbappe,60,215
sport,60,305
sportive,60,46
football,60,369
barca,60,373
psg,60,239
chelsea,60,154
madrid,60,569
mercato,61,171
goal,61,152
champions,61,182
pronostics,61,126
musculation,61,36
mbappe,61,230
sport,61,298
sportive,61,37
football,61,293
barca,61,370
psg,61,219
chelsea,61,133
madrid,61,930
mercato,62,207
goal,62,127
champions,62,144
pronostics,62,122
musculation,62,38
mbappe,62,255
sport,62,285
sportive,62,40
football,62,267
barca,62,442
psg,62,180
chelsea,62,33
madrid,62,664
mercato,63,231
goal,63,82
champions,63,155
pronostics,63,115
musculation,63,36
mbappe,63,231
sport,63,242
sportive,63,46
football,63,257
barca,63,491
psg,63,215
chelsea,63,25
madrid,63,571
mercato,64,238
goal,64,90
champions,64,140
pronostics,64,91
musculation,64,34
mbappe,64,99
sport,64,235
sportive,64,57
football,64,272
barca,64,480
psg,64,231
chelsea,64,17
madrid,64,481
mercato,65,262
goal,65,98
champions,65,62
pronostics,65,78
musculation,65,30
mbappe,65,58
sport,65,237
sportive,65,60
football,65,261
barca,65,524
psg,65,279
chelsea,65,29
madrid,65,229
mercato,66,283
goal,66,102
champions,66,52
pronostics,66,76
musculation,66,29
mbappe,66,43
sport,66,238
sportive,66,56
football,66,244
barca,66,604
psg,66,324
chelsea,66,48
madrid,66,176
mercato,67,267
goal,67,113
champions,67,48
pronostics,67,70
musculation,67,27
mbappe,67,33
sport,67,262
sportive,67,67
football,67,263
barca,67,624
psg,67,295
chelsea,67,42
madrid,67,152
mercato,68,259
goal,68,119
champions,68,71
pronostics,68,74
musculation,68,28
mbappe,68,43
sport,68,277
sportive,68,86
football,68,283
barca,68,581
psg,68,301
chelsea,68,53
madrid,68,151
mercato,69,230
goal,69,122
champions,69,135
pronostics,69,85
musculation,69,25
mbappe,69,80
sport,69,252
sportive,69,83
football,69,269
barca,69,502
psg,69,352
chelsea,69,62
madrid,69,129
mercato,70,211
goal,70,131
champions,70,168
pronostics,70,94
musculation,70,27
mbappe,70,103
sport,70,271
sportive,70,90
football,70,264
barca,70,369
psg,70,395
chelsea,70,58
madrid,70,139
mercato,71,170
goal,71,143
champions,71,137
pronostics,71,88
musculation,71,41
mbappe,71,94
sport,71,293
sportive,71,100
football,71,292
barca,71,322
psg,71,414
chelsea,71,44
madrid,71,129
mercato,72,98
goal,72,152
champions,72,126
pronostics,72,82
musculation,72,46
mbappe,72,75
sport,72,274
sportive,72,94
football,72,296
barca,72,278
psg,72,343
chelsea,72,24
madrid,72,100
mercato,73,79
goal,73,147
champions,73,136
pronostics,73,90
musculation,73,47
mbappe,73,92
sport,73,289
sportive,73,114
football,73,297
barca,73,223
psg,73,300
chelsea,73,46
madrid,73,159
mercato,74,69
goal,74,144
champions,74,172
pronostics,74,104
musculation,74,41
mbappe,74,85
sport,74,301
sportive,74,113
football,74,300
barca,74,194
psg,74,342
chelsea,74,50
madrid,74,167
mercato,75,60
goal,75,164
champions,75,164
pronostics,75,120
musculation,75,36
mbappe,75,55
sport,75,294
sportive,75,111
football,75,330
barca,75,137
psg,75,266
chelsea,75,39
madrid,75,111
mercato,76,47
goal,76,193
champions,76,98
pronostics,76,154
musculation,76,36
mbappe,76,70
sport,76,367
sportive,76,134
football,76,413
barca,76,68
psg,76,89
chelsea,76,27
madrid,76,79
mercato,77,52
goal,77,184
champions,77,76
pronostics,77,158
musculation,77,32
mbappe,77,120
sport,77,409
sportive,77,138
football,77,449
barca,77,40
psg,77,36
chelsea,77,14
madrid,77,70
mercato,78,97
goal,78,160
champions,78,66
pronostics,78,117
musculation,78,39
mbappe,78,158
sport,78,319
sportive,78,104
football,78,425
barca,78,124
psg,78,150
chelsea,78,18
madrid,78,89
mercato,79,120
goal,79,135
champions,79,52
pronostics,79,114
musculation,79,45
mbappe,79,124
sport,79,261
sportive,79,86
football,79,353
barca,79,193
psg,79,228
chelsea,79,55
madrid,79,131
mercato,80,118
goal,80,103
champions,80,54
pronostics,80,125
musculation,80,48
mbappe,80,80
sport,80,271
sportive,80,98
football,80,285
barca,80,192
psg,80,254
chelsea,80,76
madrid,80,165
mercato,81,243
goal,81,102
champions,81,56
pronostics,81,122
musculation,81,39
mbappe,81,64
sport,81,318
sportive,81,113
football,81,265
barca,81,169
psg,81,314
chelsea,81,64
madrid,81,106
